id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
971,MHG190971,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/OUiAuB0Uc7D.json"", ""code"": ""OUiAuB0Uc7D"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2619"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""153"", ""system"": ""DHAMIS""}]",1234,Mlomba Dispensary,Mlomba,"T/A Mlomba, near Nsanama Trading Centre","Mlomba Dispensary, P.O Namiasi- Nsanama",Kuunika,TA mlomba,Thoko Katunga,882803101,machingadho@gmail.com,Machinga,MHG,Dispensary,WGS 84,35.48,-15.02,Rural,34828,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
972,RU140972,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/GSQ5TnX3yuJ.json"", ""code"": ""GSQ5TnX3yuJ"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""RU0412"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""154"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/55,Mlowe Health Centre,Mlowe,Mlowe,P.O Box 7,Kuunika,,Thandizo Nkhoma,884217212,nkhomathandizo@gmail.com,Rumphi,RU,Health Centre,,34.19,-10.76,Rural,917,Functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
973,NU120973,[],MCM/ CHAM/ HC/88,Mluma Dispensary,Mluma,Along Mphepozinai-Gowa road near MULUMA PRIMARY SCHOOL,"P.O Box 6, Mphepozinai",Kuunika,Njolomole,Peter Singano,999051014,ntcheudho@gmail.com,Ntcheu,NU,Dispensary,WGS 84,34.64,-14.72,T/A Njolomole,6811,Non-functional,Christian Health Association of Malawi (CHAM),Registered,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
974,NS080974,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/uYi2L6Go4Qf.json"", ""code"": ""uYi2L6Go4Qf"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NS1213"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""880"", ""system"": ""DHAMIS""}]",,Mndinda Health Centre,Mndinda,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Nthondo,John Bands,111234567,johnbanda@kuunika.org,Ntchisi,NS,Health Centre,WGS 84,34.06,-13.25,urban,0,Non-functional,Government,Registered (Pending Certification),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
975,LL040975,[],0,Mngwangwa,Ngwangwa,Mgwangwa,p.o. box 1274 Lilongwe,Kuunika,Kabudula,George Bulla,999321046,johnbanda@kuunika.org,Lilongwe,LL,Health Post,WGS 84,33.68,-13.84,Rural,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
976,KU070976,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/mwyB6seePPU.json"", ""code"": ""mwyB6seePPU"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KU1064"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1417"", ""system"": ""DHAMIS""}]",24978,Mnyanja,Mnyanja,"Chatoloma, Mnyanja","C/O Box 19, Kasungu",Kuunika,Kaluluma,Flora Ulemu Banda,999125380,prospermbemba7@yahoo.com,Kasungu,KU,Health Centre,WGS 84,33.49,-12.72,Rural,34355,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
977,LL040977,[],,MoH Hq,Ministry of Health Clinic,capital Hill,p.o. box 30377 Lilongwe,Kuunika,CHITUKULA,Rexa Mwimba,888304005,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.79,-13.95,urban,0,Non-functional,Government,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,
978,TO310978,[],MCM/CHAM/RH/26,Molere Health Centre,Molere,"Thyolo Makwasa, TA Changata","p.o. box 35, Makwasa",Kuunika,Changata,Sr Rose Chopi,888773923,ajumbe@medcol.mw,Thyolo,TO,Health Centre,WGS 84,35.14,-16.22,Rural,20197,Functional,Christian Health Association of Malawi (CHAM),Registered,34,,,,,,,2,16,32,,,,,,1,1,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,TRUE,,,TRUE,TRUE,,,,,,
979,MHG190979,[],1241,Molipa,Molipa,"Molipa Trading Centre near Molipa Railway Station, Machinga","Molipa Health Post, T/A Sitola Machinga",Kuunika,Nsanama,Leman Wayesi,999345670,machingadho@gmail.com,Machinga,MHG,Health Post,WGS 84,35.39,-15.05,Rural,13666,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
980,DA020980,[],,Mondwe,Mondwe,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kayembe,John Bands,111234567,johnbanda@kuunika.org,Dowa,DA,Health Post,WGS 84,33.44,-13.49,urban,0,Non-functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
981,BT240981,[],MCM/PA/107,Monekera,Monekera,Chilobwe Near Bonongwe Flat,"P.o Box 40200 Soche, Blantyre",Kuunika,Kapeni,Mr H.L Musowa,111234567,Aekalich.chimwemwe@gmail.com,Blantyre,BT,Clinic,WGS 84,35.01,-15.84,Urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,,,,
982,MH200982,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/rJjuBGDDPrG.json"", ""code"": ""rJjuBGDDPrG"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2520"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""493"", ""system"": ""DHAMIS""}]",MCM/MOH/RH/148,Monkeybay Community Hospital,Monkey bay Community Hospital,Kuunika,"p.o. box 1234, Kuunika",Kuunika,nankumbwa,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Hospital,WGS 84,34.91,-14.08,urban,0,Non-functional,Government,Registered (Pending Certification),135,,1,1,,,,8,60,120,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,TRUE,,,,
983,MN280983,"[{""url"": """", ""code"": ""0"", ""system"": ""DHIS2""}]",MCM/C/330,Mota-Engil 301 Clinic,MOTAL-ENGIL 301CLINIC,NEAR CHITHUMBA,C/O MWANZA DHO,Kuunika,Simon,FACILITY INCHARGE,998319300,i.kamwaza@gmail.com,Mwanza,MN,Dispensary,,35.08,-15.93,RURAL,1,Non-functional,Government,Registered,,,1,,,1,,,,,,,,,,4,4,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,
984,NN290984,[],MCM/C/318,Mota-Engil Clinic - Mkwinda Ca,Mota - Engil Zalewa Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Neno,NN,Clinic,WGS 84,34.82,-15.41,urban,0,Non-functional,Other,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,MHG190985,[],MCM/C/328,Mota-Engil Liwonde Clinic,Mota-Engil Liwonde Clinic,Near Liwonde barrage,BOX 44 liwonde,Kuunika,,DHO,885895397,machingadho@gmail.com,Machinga,MHG,Dispensary,,1500.00,-4.00,urban,50981,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
986,MZ160986,[],1234,Moyale Barracks Clinics,Moyale,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mtwalo,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Clinic,WGS 84,34.04,-11.46,urban,0,Non-functional,Government,Registered (Pending Certification),10,,1,,,1,,,,10,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,
987,BT240987,[],MCM/PA/113,Moyo PVT Clinic,Moyo,along M! to Lilongwe opposite Lunzu Catholic Primary school football ground,p.o. box 250 Lunzu,Kuunika,Kapeni,Felix Manjomo,999558897,fmanjomo@yahoo.com,Blantyre,BT,Clinic,WGS 84,35.02,-15.65,Rural,0,Functional,Private,Registered,,,1,,,1,,,,,,,,,,1,1,,TRUE,TRUE,,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,
988,MZ160988,[],MCM/ADM/03,Moyo Uwemi,Moyo Uwemi,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mzikubola,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Clinic,WGS 84,33.55,-12.36,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
989,MJ210989,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/w8qa58C9FGk.json"", ""code"": ""w8qa58C9FGk"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MJ3210"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""158"", ""system"": ""DHAMIS""}]",not available,Mpala Health Centre,kwa Gunde,Mpala Health Centre,"c\o MDH, Box 227, Mulanje",Kuunika,Mabuka,Alfred Mpika,992577378,alinafekalangamjojo@gmail.com,Mulanje,MJ,Health Centre,WGS 84,35.52,-16.14,Rural,27580,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,,,
990,CP060990,[],MCM/PA/,Mpale Private Clinic,Mpale,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mwenewenya,John Bands,111234567,johnbanda@kuunika.org,Chitipa,CP,Clinic,WGS 84,33.54,-10.19,urban,0,Functional,Private,Registered,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
991,KK100991,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/YEVlg1UBA5H.json"", ""code"": ""YEVlg1UBA5H"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KK1107"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""343"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/61,Mpamantha Health Centre,Mpamantha,Mpamantha,C/o p.o. box 50 Nkhotakota,Kuunika,Malengachanzi,Daisy Dambula,993503985,daisydambula@gmail.com,Nkhotakota,KK,Health Centre,WGS 84,34.25,-13.07,Rural,17359,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,
992,KB050992,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/cHhZC34cSCl.json"", ""code"": ""cHhZC34cSCl"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0603"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""159"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/12,Mpamba Health Centre,Mpamba,mpamba,P o Box 4 Nkhata bay,Kuunika,Timbiri,Zox kamanga,888622176,kamangazox@gmail.com,Nkhata Bay,KB,Health Centre,WGS 84,34.20,-11.55,rural,24080,Functional,Government,Registered,9,,,,,,,2,5,7,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
993,PE220993,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Kxv4oNJw7DU.json"", ""code"": ""Kxv4oNJw7DU"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""PE3508"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1028"", ""system"": ""DHAMIS""}]",1234,Mpasa Health Centre,Mpasa,Mpasa,"P.O Box 79, Phalombe",Kuunika,Mkhumba,Evass Njaidi,994357860,evassnjaidi@gmail.com,Phalombe,PE,Health Centre,WGS 84,35.61,-15.76,Rural,40524,Functional,Government,Registered,12,,,,,,,3,8,9,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,
994,KU070994,[],MCM/CHAM/HC/45,Newa/Mpasazi Health Centre,Mpasadzi,Newa,"C/O Box 19, Kasungu",Kuunika,,Uzile Mhone,88198004,prospermbemba7@yahoo.com,Kasungu,KU,Health Centre,WGS 84,33.38,-12.58,Rural,6223,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
995,KA150995,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/n7QRqzjmhbr.json"", ""code"": ""n7QRqzjmhbr"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0209"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""399"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/45,Mpata Health Centre,Mpata,Mpata,"C/O Private Bag 1, Karonga",Kuunika,Kyungu,Ellen Chidothi,882032871,www.ellenchidothi951@gmail.com,Karonga,KA,Health Centre,WGS 84,33.82,-9.96,Rural,15174,Functional,Government,Registered,6,,1,,,,,1,3,3,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,
996,LL040996,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/zpInaIow7TF.json"", ""code"": ""zpInaIow7TF"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL0092"", ""system"": ""OpenLMIS""}]",,MPC Bwaila ART Clinic Health Centre,MPC Bwaila ART Clinic Health,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Dispensary,,,,urban,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,CP060997,[],MCM 0000,Mpemba,Mpemba,Near the Village Headman,"C/O Box 95, Chitipa",Kuunika,mwenewenya,Daniel Mwafulirwa,884179296,mwafulirwa@ymail.com,Chitipa,CP,Health Post,WGS 84,33.52,-10.13,Rural,789,Functional,Government,Not Registered,,,,1,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
998,BT240998,[],0,Mpemba Health Centre,Mpemba,Jiya Village Oppsite Staff Development Institute,P/Bag 66 Blantyre,Kuunika,Somba,Alice Kankhuni,881325261,blantyredho@gmail.com,Blantyre,BT,Health Centre,WGS 84,34.95,-15.87,Urban,22790,Functional,Government,Registered (Pending Certification),,,1,,,,,,,,,,,,,5,5,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
999,KU070999,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/GJhhq8K1EBF.json"", ""code"": ""GJhhq8K1EBF"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KU1065"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1118"", ""system"": ""DHAMIS""}]",,Mpepa Health Centre,Mpepa,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chulu,John Bands,111234567,johnbanda@kuunika.org,Kasungu,KU,Clinic,WGS 84,33.33,-12.62,urban,0,Non-functional,Government,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1000,CK271000,[],MCA/PA/421,Mphate,Mphate,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Katunga,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Clinic,WGS 84,34.79,-16.04,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,
1001,DZ031001,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/KCFtEvMrZ3Z.json"", ""code"": ""KCFtEvMrZ3Z"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1721"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1030"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/105,Mphathi Health Centre,Mphathi,Mphathi,"P. O  Box 136, Dedza",Kuunika,Kachere,Grace Limbika,884300645,glimbika@gmail.com,Dedza,DZ,Health Centre,WGS 84,34.08,-14.46,Rural,14625,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1002,BT241002,[],PMPB/DL/224,Madwah clinic,Mdwah ccclinic,p.o. box 51195 limbe,p.o. box 51195 limbe,Kuunika,,Nicholas Namalomba,881432636,nnnamalomba@gmail.com,Blantyre,BT,Clinic,,35.13,-15.85,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,
1003,NU121003,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/D2lOPiKippv.json"", ""code"": ""D2lOPiKippv"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NU1822"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1031"", ""system"": ""DHAMIS""}]",,Mphepozinayi Dispensary,Mphepozinayi,Near Mphepozinai market,C/O Ntcheu District Hospital P/Bag 5 Ntcheu,Kuunika,Ganya,Novas Mahoya,881698416,nonemail@gmail.com,Ntcheu,NU,Dispensary,WGS 84,34.66,-14.74,Rural,12055,Non-functional,Government,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1004,MZ161004,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/XazLGbIHFsc.json"", ""code"": ""XazLGbIHFsc"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MZN0526"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""544"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/38,Mpherembe Health Centre,Mpherembe,Near court,"C/o Mzimba North DHO, Box 299, Mzuzu",Kuunika,Mpherembe,Marshal Mwenefumbo,885424569,mashompola2@gmail.com,Mzimba,MZ,Health Centre,WGS 84,33.61,-11.29,Rural,31869,Functional,Government,Registered,,,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
1005,NS081005,[],MCM/CHAM/RH/6,Mpherere Health Center,Mpherere,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Ntchisi,NS,Clinic,,,,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,MZ161006,[],1234,Mphofwa,Mphofwa,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Health Post,,33.62,-11.68,urban,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,RU141007,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/hS2sYnTQbU3.json"", ""code"": ""hS2sYnTQbU3"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""RU0413"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""447"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/54,Mphompha Health Centre,Mphompha,Rumphi,Rumphi District Hosp Address,Kuunika,Mwankhunikila,Kumbukani Kasiyamaliro,994700263,smacheso@gmail.com,Rumphi,RU,Health Centre,WGS 84,34.07,-11.01,Rural,8856,Functional,Government,Registered,,,1,,,1,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,
1008,DZ031008,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/eXOvuYIG9YP.json"", ""code"": ""eXOvuYIG9YP"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1722"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1035"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/51,Mphunzi Health Centre,Mphunzi,Kuunika,"P.O. Box 136, Dedza",Kuunika,Kachere,Talinda Mafika,888199230,mhfr@kuunika.org,Dedza,DZ,Health Centre,WGS 84,34.18,-14.38,Rural,24348,Functional,Christian Health Association of Malawi (CHAM),Registered,,,1,1,,,,,,,,,,,,1,1,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1009,BT241009,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/WaVNBxhEraz.json"", ""code"": ""WaVNBxhEraz"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT5074"", ""system"": ""OpenLMIS""}]",2996,Mpingo Maternity,Mpingo Maternity,Mpingo Village Next to Hunger Project,P/Bag 66 Blantyre,Kuunika,,James Seleman,996374062,jmsseleman@gmail.com,Blantyre,BT,Health Centre,,40.22,-11.92,Rural,10453,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
